@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P80.0-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}  
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Male,0,Yes,Yes,66,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.75,1344.5,No
Male,0,No,No,51,Yes,No,'Fiber optic',Yes,No,No,No,Yes,No,'One year',No,'Mailed check',86.35,4267.15,No
Female,0,Yes,No,45,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',25.5,1121.05,No
Female,0,Yes,No,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19,918.7,No
Female,0,Yes,No,29,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.55,521.8,No
Male,0,Yes,Yes,40,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',110.1,4469.1,No
Female,1,No,No,37,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.55,3580.3,Yes
Male,0,No,No,25,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.75,1729.35,No
Female,0,No,No,22,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',50.6,1073.3,No
Male,0,No,No,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',65.6,4566.5,No
Female,0,No,No,7,No,'No phone service',DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',40.1,293.3,Yes
Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',82.1,2603.1,No
Female,0,No,No,23,Yes,No,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Mailed check',79.1,1783.75,No
Male,1,No,No,24,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',101.25,2440.15,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',79.55,79.55,Yes
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',90.65,6322.1,No
Female,0,No,Yes,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',20.55,57.4,No
Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',75.75,4284.65,No
Male,0,No,No,65,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',110,7138.65,No
Male,0,Yes,No,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',20.85,1539.75,No
Female,1,No,No,14,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.35,1058.1,No
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.15,123.8,No
Female,0,No,No,32,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,'One year',No,'Electronic check',84.05,2781.85,Yes
Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,'Electronic check',67.45,2731,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.75,20.75,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.1,89.1,Yes
Female,0,No,No,7,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',69.9,497.3,No
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',51.1,711.15,No
Female,0,Yes,Yes,17,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,No,Month-to-month,No,'Electronic check',94.4,1607.2,Yes
Male,0,No,No,19,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',78.25,1490.95,Yes
Male,0,No,No,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',25.55,1898.1,No
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',60,3273.95,No
Male,0,Yes,No,31,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',90.55,2929.75,No
Female,0,No,No,11,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',76.4,838.7,No
Female,1,No,No,18,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',84.95,1443.65,No
Female,1,No,No,72,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',110.1,7746.7,No
Female,1,No,No,71,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',99.65,6951.15,No
Male,1,No,No,5,No,'No phone service',DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,'Credit card (automatic)',45.4,214.75,No
Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',69,2669.45,No
Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',48.65,235.2,No
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.15,92.65,Yes
Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,'Two year',No,'Bank transfer (automatic)',59.85,3103.25,No
Female,1,No,No,8,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.75,606.25,Yes
Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',80.65,5330.2,No
Male,0,Yes,Yes,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',20.55,1403.1,No
Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',66.4,2727.8,No
Female,0,No,No,50,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Mailed check',100.2,5038.45,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.1,19.1,Yes
Male,1,Yes,No,1,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.3,80.3,Yes
Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',44.55,1462.6,No
Female,0,No,No,7,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.35,150.6,No
Male,0,Yes,Yes,64,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',91.8,5960.5,No
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',74.9,74.9,Yes
Male,0,No,No,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',20.2,1192.3,No
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',50.35,314.55,No
Female,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',18.8,56,No
Female,0,Yes,No,15,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.45,330.8,No
Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,'One year',Yes,'Electronic check',64.75,877.35,No
Female,0,No,No,23,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',98.7,2249.1,No
Male,1,Yes,No,31,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,No,Month-to-month,No,'Electronic check',89.45,2807.65,No
Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Electronic check',58.75,1696.2,No
Female,0,Yes,No,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.7,1032.05,No
Female,0,Yes,No,56,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',85.6,4902.8,No
Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',80.3,4995.35,No
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',79.8,5034.05,No
Male,1,Yes,Yes,24,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',79.85,1857.75,No
Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,'One year',No,'Credit card (automatic)',54.1,1992.85,No
Female,1,No,No,9,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',80.85,751.65,Yes
Male,0,No,No,3,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',24.75,66.95,Yes
Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',80.9,1714.95,No
Male,0,Yes,Yes,13,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',24.5,343.6,No
Male,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.15,20.15,No
Female,0,Yes,Yes,25,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.05,520.1,No
Male,0,Yes,Yes,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',19.6,1387.45,No
Male,0,No,No,66,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',114.3,7383.7,No
Female,0,No,No,45,Yes,No,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',100.3,4483.95,No
Female,0,Yes,No,22,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',80,1706.45,No
Female,0,Yes,No,67,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.85,1327.4,No
Female,0,Yes,No,68,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,'Two year',Yes,'Bank transfer (automatic)',89.95,5974.3,No
Female,0,Yes,Yes,0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20,?,No
Female,1,No,No,49,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',90.85,4515.85,Yes
Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',48.75,179.85,No
Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',80,5040.2,No
Female,0,Yes,No,2,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',79.7,165,Yes
Male,0,No,No,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.35,422.7,No
Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',57.55,3046.4,Yes
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.25,20.25,No
Female,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.4,358.05,No
Male,0,No,No,30,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',100.4,2936.25,No
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Mailed check',57.95,1271.8,No
Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',59.5,530.05,No
Male,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.2,19.2,No
Female,0,Yes,No,21,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86.5,1808.7,Yes
Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',59.55,1144.6,No
Female,0,Yes,Yes,69,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',103.95,7446.9,Yes
Male,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.1,25.1,Yes
Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',103.95,7556.9,No
Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,'Two year',No,'Credit card (automatic)',68.95,4858.7,No
Female,0,No,No,66,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',103.1,6595,No
Female,0,Yes,Yes,7,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',24.7,149.05,No
Female,1,Yes,Yes,46,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',110.2,4972.1,No
Male,0,No,No,39,No,'No phone service',DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',48.95,1880.85,Yes
Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',62.45,2045.55,No
Male,0,No,No,24,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',89.55,2187.15,No
Male,0,Yes,Yes,6,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',83.55,477.55,Yes
Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',78.9,2976.95,No
Male,0,No,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.35,178.7,No
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,'Two year',Yes,'Bank transfer (automatic)',71.45,5025.85,No
Male,1,Yes,No,71,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',46.35,3353.4,No
Female,0,Yes,No,16,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.65,1461.15,No
Female,0,Yes,No,57,No,'No phone service',DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',49.9,2782.4,No
Male,0,No,No,66,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',25.45,1699.15,No
Female,1,No,No,17,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',89.15,1496.9,Yes
Female,0,No,Yes,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.75,452.2,No
Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,'Two year',Yes,'Credit card (automatic)',66.1,4428.45,No
Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',75.4,1322.55,No
Male,0,No,Yes,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',70.45,70.45,Yes
Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,'One year',No,'Credit card (automatic)',60.3,3563.8,Yes
Female,0,Yes,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',21.05,139.75,No
Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,'One year',No,'Credit card (automatic)',69.35,1927.3,No
Male,0,Yes,No,34,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Mailed check',88.85,3000.25,No
Male,0,No,No,30,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',97,3021.3,No
Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',66.4,2245.4,No
Male,0,No,Yes,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',24.75,24.75,Yes
Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,'Mailed check',69.2,944.65,No
Female,0,No,Yes,16,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',79.5,1264.2,No
Female,0,No,No,49,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',100.65,4917.75,No
Male,0,Yes,Yes,19,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,No,'Electronic check',103.3,2012.7,Yes
Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Bank transfer (automatic)',79.7,5743.3,No
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',61.4,1864.65,No
Female,0,No,No,18,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.8,1221.65,No
Male,0,No,No,37,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'Two year',Yes,'Mailed check',40.55,1390.85,No
Female,0,No,No,4,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.65,302.35,No
Female,0,Yes,No,16,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,No,'Electronic check',90.7,1374.9,No
Male,0,Yes,No,17,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.5,1336.9,No
Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',60.6,1297.8,No
Male,0,Yes,No,60,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',No,'Credit card (automatic)',101.15,6067.4,No
Male,0,Yes,Yes,51,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',24.95,1222.25,No
Male,0,Yes,Yes,28,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',20.3,487.95,No
Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,'Two year',Yes,'Electronic check',60,2548.55,No
Male,0,Yes,No,42,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',20.25,835.5,No
Male,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',78.5,242.05,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.75,44.75,No
Female,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.85,63.75,Yes
Female,0,No,No,63,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'Two year',No,'Credit card (automatic)',98,6218.45,No
Male,1,No,No,3,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',79.9,260.9,Yes
Male,0,Yes,No,68,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',107.7,7320.9,No
Female,1,No,No,30,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.7,2967.35,Yes
Female,0,No,No,60,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',No,'Electronic check',104.7,6333.8,No
Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',58.6,939.7,Yes
Male,1,No,No,45,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',93.9,4200.25,No
Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',86.45,5950.2,No
Male,0,Yes,No,10,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',98.5,1037.75,Yes
Male,0,No,No,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.4,93.4,No
Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',50.45,50.45,Yes
Female,0,Yes,No,68,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',24.95,1614.9,No
Male,0,Yes,Yes,22,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',75,1573.95,No
Male,0,Yes,Yes,38,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',94.65,3624.3,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',100.25,100.25,Yes
Male,0,Yes,No,18,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',78.2,1468.75,No
Male,0,No,No,29,Yes,No,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',94.2,2607.6,No
Female,0,No,No,16,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',88.45,1422.1,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.85,69.85,Yes
Male,0,No,No,12,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',81.7,858.6,Yes
Male,0,No,No,31,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',50.05,1523.4,No
Male,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',79.9,324.3,Yes
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,'One year',Yes,'Mailed check',69.55,3435.6,No
Female,0,No,No,15,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',25.4,399.6,Yes
Male,0,No,No,50,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,No,No,'One year',Yes,'Credit card (automatic)',90.1,4549.45,No
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',44.65,322.5,No
Male,1,Yes,No,41,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',83.75,3273.55,Yes
Male,0,Yes,Yes,68,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,'Two year',No,'Credit card (automatic)',80.35,5375.15,No
Female,1,Yes,No,26,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',98.1,2510.7,No
Male,0,No,No,57,No,'No phone service',DSL,No,No,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',53.35,3090.05,No
Female,0,No,No,3,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.55,61.05,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.9,20.9,Yes
Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',48.95,955.6,No
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',54.2,140.4,No
Female,0,No,No,59,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',24.45,1493.1,No
Female,0,Yes,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',69.4,69.4,Yes
Male,0,Yes,No,42,No,'No phone service',DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',40.15,1626.05,No
